Transaction ID,IP,City,Lat,Lng,Continent,Capital,Country,Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
cf66aa69-f186-4c02-b53b-69f618f9fae9,16.87.131.18,Seattle,47.55379,-122.30346,North America,"Washington, D.C.",United States,2020-03-21 16:09:09,3718.91,Yakshit Bajaj,8b1c15e7f6c4d5aef899d7a939a0454750f7a100b599d8afea7c68f0f9b90852,"Bhatnagar, Krishnan and Dugal",3046,Vasai-Virar,USD,Visa,01/27,ab16ce326c754df41ed00df6f64f7073dcac3e2986bbf8b2a1ce4549b189a0fb,5,1,3 or more,Online,16.87.131.18,Tablet,,"Praesentium alias dignissimos sit fuga incidunt itaque. Maxime officia laudantium ratione veritatis.
Iure ipsa inventore in. Quisquam provident rerum animi mollitia ut hic laudantium."
9e8d611c-4bbf-45c1-89b7-2ad026b4a88f,204.89.4.220,Los Gatos,37.22317,-121.98334,North America,"Washington, D.C.",United States,2020-03-08 14:04:25,1972.85,Miraya Dayal,a63afaaba89ddad7856b5492658e1664766f838b493456c2af3080780f9da7eb,Kumer-Sandhu,8952,Avadi,INR,Visa,09/33,3d3286f7cd19074f04e514b0c6c237e757513fb32820698b790e1dec801d947a,12,1,1,In-Person,204.89.4.220,Tablet,ojas72,Impedit ex qui illum eius voluptatibus dolores. Rem ipsum nam reiciendis voluptatibus. Eveniet amet cumque iste sapiente officia.
769a202e-cd3a-4560-aaa9-03e6e0d377af,201.135.191.223,Tlalpan,19.28843,-99.16667,North America,Mexico City,Mexico,2021-11-15 22:16:32,1457.12,Jiya Deep,8cdcac47ae63fe26b1391e1ebcd04b8fefd75ac8878033fd884310ee5fa61092,Chawla-Madan,1092,Ratlam,EUR,Visa,07/25,0f8ef3377b30fc47f96b48247f463a726a802f62f3faa03d56403751d2f66c67,0,1,,In-Person,201.135.191.223,Mobile,drishyadani,"Magnam natus dolorum temporibus et. Nulla fuga dignissimos accusantium alias dolor. Explicabo ab facilis non similique rem consequatur a.
Placeat tempore maiores cumque laboriosam vero aliquid."
3b00c4e5-3834-49d4-8924-fc6edf25d696,208.76.180.5,Boulder,40.06595,-105.21331,North America,"Washington, D.C.",United States,2021-04-22 17:27:52,3053.75,Damini Apte,8aafcb021bb5cf706ff7d5b5576f59a97928c22e8279598c8b5cd47f9612a7b2,Lala-Ray,1148,Srinagar,USD,American Express,01/31,db3defda18fafc0c197740438051c690d98b551a7e449d66390d38fa2db09b77,5,1,2,In-Person,208.76.180.5,Desktop,,"Facere quisquam amet porro quam. Aliquid voluptatem tenetur sit aliquam. Dolor veniam animi nesciunt.
Molestiae illum sapiente accusamus necessitatibus nemo accusamus."
be32a104-b52a-4d89-a163-68ee9edbc963,119.155.15.254,Islamabad,33.70964,73.07545,Asia,Islamabad,Pakistan,2023-07-16 06:38:53,526.59,Amani Anand,1677b94675f008d39f30308d09d544f8f9c0859b7546b9a89de670f19120c4db,"Grewal, Comar and Hayre",1306,Indore,EUR,American Express,06/29,afcf8bc077e68eb94dfe783205f32cabdeead61fd32ff5710947b6111ff2ff77,12,1,3 or more,Online,119.155.15.254,Mobile,,"Repellendus modi quia laudantium. Hic eum tempore dicta similique iusto eius.
Atque repudiandae beatae cumque nam incidunt corrupti ipsam. Excepturi dolorem doloribus aut quaerat."
057b67a9-338d-4b55-8394-d24374b51f7e,214.131.173.128,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2023-09-23 07:41:24,1327.43,Yuvraj  Som,33f2882f954846e0f50e375bc53929fa1185287d53b08e179044e5ad599e2b62,Soni-Boase,7945,Alappuzha,EUR,Visa,06/29,d26eae87829adde551bf4b852f9da6b8c3c2db9b65b8b68870632a2db5f53e00,0,1,,In-Person,214.131.173.128,Tablet,eratti,Numquam ipsum tempore expedita laudantium aliquid dolores. Quo molestiae maiores maxime laudantium.
a3778124-4b23-494d-a1dc-776ef6f24c89,212.73.74.163,Yerevan,40.20882,44.53019,Asia,Yerevan,Armenia,2020-05-20 09:54:06,584.52,Arhaan Deo,b86b3e804fdf73840b8f7d42e92d15631f1109a14bc9bec6e6e1520c934e0f89,Sinha-Zacharia,9906,Srikakulam,EUR,Visa,10/23,6affdae3b3c1aa6aa7689e9b6a7b3225a636aa1ac0025f490cca1285ceaf1487,12,1,3 or more,In-Person,212.73.74.163,Desktop,,Quidem quas modi est. Excepturi ipsam itaque ad aspernatur. Asperiores adipisci dolor earum dignissimos. Eius earum corporis culpa et a ad.
c3c908ae-e98b-4007-85bc-afeb47e9a369,207.242.193.154,Middletown,40.39595,-74.13534,North America,"Washington, D.C.",United States,2023-07-29 19:32:57,3903.72,Trisha Taneja,090acf207d9d1ead11cd1aa4441eb0fa054193a59da24852a7f6057dc5931547,Kapadia-Sane,5069,Bongaigaon,USD,MasterCard,10/31,131b0c35e2d7edef9dd63f48eff39341ef0a5f770538aa4e0017f41b9cdb135d,12,1,3 or more,In-Person,207.242.193.154,Tablet,rsathe,Omnis ipsum consequuntur blanditiis delectus corrupti architecto. Repellendus sed sapiente voluptatibus et aperiam.
15beef74-74c2-4ded-b54f-e6ff738be6cc,194.73.203.5,London,51.61346,-0.06394,Europe,London,United Kingdom,2021-04-28 06:08:39,3891.41,Anahita Lala,dd391f3a8f96b186057a5def85ff692cef27f5d9133203a43d3941e491ee5cde,Bhasin-Bhatt,2862,Bhilai,USD,MasterCard,03/27,78b4c871b95d95f5e348ae05a194c7c3519520387f9da0d06a5f19ea4df73efb,0,1,,In-Person,194.73.203.5,Mobile,,"Nulla cumque fuga harum. Rem illum maxime ducimus libero consequuntur.
Maiores nesciunt nobis quia fuga voluptate iusto. Nisi veniam doloremque rerum ab accusamus. Est libero cupiditate labore."
6dc32c5e-70cf-461f-9a5b-1a39e9946da3,176.38.180.1,Kyiv,50.45,30.523,Europe,Kyiv,Ukraine,2021-11-01 10:26:50,3820.0,Anya Bains,5a42588401f4c9745dbb7ba36aa2b972ff8c99110c007bd85af3c5b3ba8c5b29,"Savant, Chana and Deep",2284,Korba,EUR,MasterCard,06/31,48a212a91e6da95f10d71b05c789efddfb0bad9814be07f6f7a343189fb630e7,12,1,1,Online,176.38.180.1,Desktop,yamble,Explicabo officia voluptates. Officiis praesentium totam consequatur doloremque fugit. Consequatur aspernatur quisquam dolores aperiam adipisci sed.
b5ab3af2-16fa-4787-8f08-9a65c1cd5d22,215.17.141.189,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2020-01-29 19:50:14,2030.75,Saira Krish,cc283a76ba53933819fc094cdbb301324e6884617ce96770c57734160c63c114,"Ahluwalia, Kant and Agate",4832,Firozabad,INR,Visa,09/28,5e61b431f3823da05836b2139f9a811c3cc078153ba1853b44519879b7d64af4,12,1,1,Online,215.17.141.189,Mobile,,"Harum sapiente provident molestias quasi. Cum sunt est maiores.
Laudantium numquam tempore sunt voluptates. Odit dolorum ducimus iusto molestias deserunt reprehenderit."
b3211fb8-895a-4969-b1bc-21caad32e342,209.71.229.27,Toronto,43.64869,-79.38544,North America,Ottawa,Canada,2021-06-14 14:31:57,4439.37,Vardaniya Balan,b54370cbb9df1e652e8d8d59b74a1d2e421c22952cdd2c902550b6f4dc9e33ef,Kala Inc,9612,Buxar,INR,American Express,02/26,8efbbe9bc19ad2e043c6cdb187c0a0fedde70b6458443ce0b5648ec04ccf4cdf,12,1,2,In-Person,209.71.229.27,Desktop,,A reiciendis saepe ipsa. Repellendus accusamus ipsa nisi assumenda quae magni. Quod dolorem possimus adipisci. Expedita dolorum quisquam officiis sit sed accusamus.
99081253-a4e9-4377-95ff-d6fe4a1e4240,70.152.184.52,Amsterdam,52.37018,4.87324,Europe,Amsterdam,Netherlands,2023-04-21 11:02:28,4588.14,Baiju Rege,21892e707a152c3b1dc3943ae6a1ec3698cd7565ac72ead4b6d9dcf9672f18e3,Bala Ltd,7371,Buxar,EUR,Visa,08/28,2ac9a6746aca543af8dff39894cfe8173afba21eb01c6fae33d52947222855ef,5,1,3 or more,Online,70.152.184.52,Tablet,,"Dolorem impedit accusantium. Molestiae beatae quasi nesciunt quis. Dolore eveniet illum sunt.
Numquam quibusdam consectetur voluptas. Quod sunt repudiandae deleniti impedit occaecati iusto."
4f6a4f4b-d74e-4f70-8a4f-64a03e845031,48.9.64.136,Newark,40.73694,-74.1722,North America,"Washington, D.C.",United States,2023-02-19 06:02:24,2922.0,Anay Dutt,2acb7e49b7168a16bc0f74f2b96d622c6b653be40d66461451e9ca6f7de8f680,Trivedi-Trivedi,9415,Danapur,EUR,Visa,07/30,4f46578a5c392cc959f69f525dd84532b1ee9deaba6f1349bc014cea52bc98e9,12,1,3 or more,Online,48.9.64.136,Mobile,,"Velit reprehenderit quasi blanditiis. Nulla quia quidem vero iure praesentium.
Eius neque in doloremque praesentium aspernatur. Neque perspiciatis facere officia hic ipsam repellendus."
1132d2b7-2c66-4460-ac58-4ec5ff06770a,196.191.204.0,Wereda 02,9.0274,38.75152,Africa,Addis Ababa,Ethiopia,2020-02-18 21:35:18,2401.9,Ranbir De,eccf27f1766d43b14834208faae1d17bc2d80591ea86bd6e5e4225dbc4652e07,Chacko-Gaba,6693,Vijayawada,INR,Visa,08/30,a73ab888363736220eb589458721088241ee10059b1f5898a13fe9c2e14fcd8c,5,1,1,Online,196.191.204.0,Desktop,,Sapiente molestiae quasi expedita animi. Illo culpa vitae sed hic. Voluptate similique dignissimos dolore tempore soluta velit.
534e8ba2-23d4-4ccd-9ea8-f7ce5abad56f,143.87.251.164,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2020-01-17 14:55:41,4425.68,Rasha Dara,98ac4fd3284035d9f673c86c92a276679d2f28a5b3a294c13d1de4d6bcc88009,Malhotra-Dutta,6447,Kirari Suleman Nagar,EUR,American Express,05/26,c6bd343ae0007cdb979de7540f2668fe849d68ff47fa1a650a28f89104f41f1e,5,1,1,In-Person,143.87.251.164,Tablet,,Dolorum harum a vero repellendus dicta. Explicabo molestiae temporibus illum assumenda.
e1e76369-fb8e-46a3-8227-970f42163615,151.227.92.116,London,51.52429,-0.07145,Europe,London,United Kingdom,2023-04-24 11:27:54,1965.13,Mehul Kadakia,24f873df52d171becdc7e75dabf4ffce258f5e94246b4651a6e58c7b66d93ad8,Dhawan-Saha,2806,Sultan Pur Majra,USD,MasterCard,05/31,c63efd61a70d0f6b7e5de2b9e0c36adfae6d760613271650c71c90df16c71344,0,1,3 or more,Online,151.227.92.116,Mobile,,Ab autem adipisci laborum. Culpa repellendus ad veniam nobis. Soluta nihil alias culpa qui.
c90de3ec-7b9e-437e-be1c-1c1891e96e24,139.38.174.207,Columbus,39.97883,-82.89573,North America,"Washington, D.C.",United States,2022-11-22 07:23:36,178.05,Shalv Mani,c0f686ce7cac68f74986eea68ced6c08de78973814f91edbe511caccc2295830,Khalsa PLC,6968,Kolkata,USD,American Express,07/30,b1e92fe0fa7edab2161fa5090a65e065425f6ead93e1152013b1ba77b471494c,0,1,2,In-Person,139.38.174.207,Tablet,qdhawan,Esse earum vero quia error non illum. Libero ex quasi distinctio necessitatibus sapiente. Amet modi quae eos dicta.
dbf4ed37-ddc5-4e4c-8f52-7619bbc9c784,139.220.5.33,Chongqing,29.53316,106.50496,Asia,Beijing,China,2022-06-22 06:45:00,3912.72,Romil Soni,d043ae9e89408679205339aad43432e37998f1cd7cb1fae09e961d712ece72f7,Bala-Sami,8430,Motihari,EUR,MasterCard,11/30,3bd625f07792e885b5a4b5f0b9005a5b53a56a610efa2c27cd923aed53a6a4b5,5,1,2,Online,139.220.5.33,Mobile,,"Necessitatibus dolor totam voluptatum unde. Vel animi nisi iure quos. Non quos eum vel iste odit.
Esse explicabo reiciendis earum numquam ut. Doloribus sint non repellat."
aed3016c-22ff-4fe8-87e9-b678d6611426,175.192.18.247,Seongnam-si,37.35875,127.11492,Asia,Seoul,South Korea,2020-06-24 22:23:35,1784.33,Shaan Deol,f9df0fa833add7957e071b452eba74619767c5098269a1593155916143acce04,Joshi-Srinivasan,8184,Bhind,INR,American Express,03/26,bf31e6128301d31bb4014faf6b1e0f05f3ab8877cb55ce3d1ab3230d2ea8a220,0,1,1,Online,175.192.18.247,Tablet,gchhabra,"Magni ratione harum rem repellat ullam. Distinctio tempore consectetur. Quis sapiente est corporis optio id harum.
Eaque expedita in. Ad dolorem provident earum."
12d7ce1c-47a9-4ba9-a1a0-f4657cb1dc60,165.174.30.100,St Louis,38.64892,-90.3353,North America,"Washington, D.C.",United States,2020-07-29 20:12:03,1788.7,Adira Hora,060acd7d68a66911571311a4f0ffe2f081fe9188bdb162f5f326412d1a00577c,Bakshi PLC,7096,Pallavaram,INR,MasterCard,06/27,21eb478c997305f06e5e0d043d3ec5acc63a85938da69e14f239f34a8348fc54,0,1,1,In-Person,165.174.30.100,Tablet,pchander,Beatae quas officia voluptates odio consectetur aliquam non. Minus mollitia deserunt aliquam facilis adipisci delectus praesentium. Ratione quisquam atque veritatis aliquam.
14d70e22-e2e0-4310-b26f-79d986a02043,202.168.177.122,Foshan,23.02877,113.14299,Asia,Beijing,China,2022-05-06 00:40:45,2316.79,Dhanuk Subramanian,0851a992ccbfb1ab9f524cf475d3412aee72a2d9c3c280339ff6eec41812a60a,"Kamdar, Varghese and Sheth",4118,Sri Ganganagar,USD,Visa,05/25,a3af7b3808c4cf72478d05c9bab9c0d47e31c1d2cb3a29e7481669f7ea278c4e,5,1,3 or more,In-Person,202.168.177.122,Tablet,gardejayan,"Maxime eum necessitatibus. Culpa dolores quos. Expedita in voluptatem quam nostrum unde.
At eaque rem ipsam deserunt adipisci. Quisquam tenetur magnam facilis nostrum. Dolore nesciunt earum aliquid."
904dddd4-370e-4c1b-915b-e0258b8b8db7,83.7.101.251,Warszawa,52.22744,21.00902,Europe,Warsaw,Poland,2021-02-19 03:30:05,2210.82,Reyansh Hora,ac7ee906b3a295a179b729618668c68463f6a4ee042b7cfe4a79fe8f078d3342,Sachdev Inc,6720,Srikakulam,INR,MasterCard,09/28,6c0f3412848008d49d186d5fad7fd1482656cfb62ad3c060a14e41c3fb3f1b43,12,1,1,Online,83.7.101.251,Mobile,,"Impedit voluptatibus eum expedita. Natus dicta iusto labore.
Hic sed inventore repellendus nisi sapiente deleniti. Minus eos unde.
Ipsam minus consequatur iure soluta. Eum ab voluptate."
e6ecd034-9e05-4fda-826c-ff3cdc96f61b,173.108.130.114,Kansas City,39.10344,-94.58311,North America,"Washington, D.C.",United States,2023-03-06 16:29:38,4165.28,Himmat Bava,e2f7c6253efdeb6939e952676d78b5471348725b7a2112a8113b2b721ee78c30,Savant-Uppal,9657,Kottayam,INR,American Express,11/28,ffd560d182369b08a8b3ed35cfa5ee3cc50b5b5f093ece3139181709813896c3,0,1,1,In-Person,173.108.130.114,Desktop,,Voluptas dignissimos fugiat possimus suscipit. Sapiente fugit asperiores ducimus amet reprehenderit porro vel.
903bcd29-fd38-43eb-983d-d619d2494819,62.97.25.175,Verona,45.40535,10.97356,Europe,Rome,Italy,2020-02-04 00:44:46,3343.06,Ehsaan Khurana,68842dd40523504243ec907276b7e63344563ac555de7da59f52c58a53f08c7b,Shukla-Sagar,1328,Sambhal,USD,Visa,04/28,19e68d9fe08f7c4ac18948bf437400f955359b1cf21a86544342427695c3c938,5,1,1,Online,62.97.25.175,Mobile,,Quisquam accusamus explicabo omnis. Sequi ad provident adipisci vitae quis.
e1d88f43-3746-4b05-a554-ddddb299275c,179.210.87.104,Sao Paulo,-23.56287,-46.65468,South America,Brasilia,Brazil,2022-01-25 20:41:13,2413.23,Shanaya Chauhan,d6506a04ded250f0da1bca3066b1f017c2374464d41d3fa7e8192e24a71f2497,Warrior LLC,5609,Ozhukarai,USD,American Express,01/26,ab16ce326c754df41ed00df6f64f7073dcac3e2986bbf8b2a1ce4549b189a0fb,12,1,,Online,179.210.87.104,Desktop,,Maiores ullam pariatur deleniti unde. Maxime mollitia odio eos dolorum voluptatem.
