Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
2/7/2021 04:40,2222.25,Shalv Randhawa,058e3a82613a35a2e40e4edea8a5113904f95ae6fc6d3cb8777b0970142ebd2d,Rege and Sons,6814,Belgaum,USD,Visa,25-Aug,ff2ccb6ba423d356bd549ed4bfb76e96976a0dcde05a09996a1cdb9f83422ec4,12,c4491159-7032-4e76-9aa4-721eced5aa73,0,None,Online,79.152.152.168,Mobile,,Saepe sequi at doloribus tempora soluta expedita. Maiores velit inventore fuga.
12/30/2021 04:17,468.27,Taimur Gokhale,6a03488139ffe8640d8669324b1d4546d215ada3f5b83d8690592939c3b377ea,"Sani, Chopra and Sunder",4479,Rohtak,USD,American Express,31-Mar,73c2e083e4e933fc3ba76abc2bd6aea80c838c172e7db94ea473c9be4e07b2d7,12,60c65028-fffd-4117-a06b-3222d98e29fa,0,1,In-Person,213.109.79.109,Desktop,karaseher,"Id perspiciatis quod numquam. Neque cupiditate doloribus dolore harum odit.
Adipisci tenetur autem vero qui accusamus voluptate. Quaerat modi corrupti neque a. Id necessitatibus quae labore iusto."
6/23/2020 18:22,1018.25,Nishith Sangha,d2285b616a62a4d9f164f4321e8fb1af05d4bcb4ab62f27fb81658e74347e18b,"Bali, Chander and Ramachandran",1564,Saharsa,USD,American Express,Jul-33,79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b,12,28301e1c-651e-46fb-9d54-d33b0b7d6917,0,3 or more,Online,98.47.2.187,Tablet,pchhabra,Vel quae harum eligendi cum cumque in. Ea dignissimos laudantium maiores. Temporibus mollitia recusandae repellendus. Vitae qui enim quo dignissimos.
1/13/2023 22:17,4239.27,Ahana  Agrawal,f239cb4b5f35583c335a3d99d2c925012799671c6f69dd976a04bbb054ad4a41,"Anand, Sarkar and Date",3561,Kharagpur,EUR,American Express,Feb-31,2f84035610deb9378036cb7a5498b885486cf8e0acfde755081b3484bcff8eed,0,5ea115b3-e9f0-4702-b9ff-18323f9f8a5d,0,1,In-Person,118.54.159.92,Desktop,sharmaarmaan,"Nemo maiores sapiente nihil. Expedita assumenda vel dolorem culpa.
Ratione odit quod mollitia. Debitis nemo blanditiis incidunt. Dolorem molestias tenetur magni corrupti laboriosam."
7/7/2022 23:44,3762.7,Dhanuk Hegde,27da383e43c20db7eeed28b23e25c232a428d2d4c4d9c2c113a904fe09a026c8,"Solanki, Shah and Chada",1489,Thane,INR,MasterCard,24-Jun,6e8d1a943f129896827384a699a11a6bc83d13ab6b8667763df327c8b2a9b500,5,6fa7bfe0-7109-456d-ba1c-d7fcd2c1f81e,0,3 or more,In-Person,17.204.126.178,Tablet,shalv52,"Sed quia dicta. Ipsam culpa veritatis laboriosam nihil tenetur accusamus odio.
Blanditiis maxime illo in. Molestias nemo possimus rerum."
2/3/2020 02:17,1737.29,Hazel Basak,c3efeaf0efc876c4fb13cfd6d9444329f0ef929fc9d8627b6d3e1ffd3bcc6633,Rajagopal-Boase,1047,Srikakulam,EUR,Visa,May-32,8d1ede4f889e0ed6f0823d8c1821905b9de37a0f851dc270df0dbf72b3c93641,12,4ba058a8-fd9f-4a97-8d02-4da5da13bb27,0,None,Online,192.146.253.16,Desktop,,"Consectetur est maiores dolorem asperiores. Officia amet tenetur quaerat. Quis ipsa nihil occaecati.
Praesentium suscipit labore ex eum similique. Voluptates exercitationem suscipit."
3/3/2023 22:08,4186.19,Aarna Tata,c1d03adedaa6c819b2e930321e2561738695b27483b779ed853cde56bbab8873,"Rau, Wagle and Chokshi",5963,Haldia,INR,Visa,Apr-32,793733573a1dfd14a2e889a11b2ad7b6981de29df813863b528dc1ae99416eeb,0,e590d56b-14bb-4ab8-aad9-99d91d90702b,0,3 or more,In-Person,178.239.176.52,Mobile,randhawamanjari,Labore aspernatur hic qui. Nihil perspiciatis deserunt cumque laudantium magni laudantium.
5/5/2020 01:19,4596.76,Anaya Wason,4647f14de324a28a8222b34b0e6af4ae03cf1543fb52c39ef3987ee6515d428d,Sethi-Majumdar,1828,Loni,USD,American Express,26-Jan,060823f51b592344b7f2d36a018ab45e03fd2f88e134bf856e4c3f88d25f0505,12,37830c3d-b8e3-47b7-9413-a9fb89040118,0,None,Online,198.0.223.185,Tablet,,Consequuntur praesentium voluptatibus laboriosam sapiente modi. Nisi rem illo quibusdam. Culpa fugit excepturi impedit debitis.
6/21/2020 03:47,3813.9,Vaibhav Ravel,23b70e1872a120121602817c1a8964fd45ce4f09ffd7c4ead5aabe3fd3c5c61f,Issac PLC,2382,Ajmer,USD,American Express,28-Jul,2f74d62c5e51079f4e0db990f3a44137f37b268c0f159b661420dbf203df0373,12,d170dbec-0e9e-4b5e-b42d-26d57fac4c64,0,1,In-Person,32.66.49.210,Desktop,samararya,"Reiciendis minus qui perferendis unde architecto optio fugit. Numquam ipsum veritatis neque. Harum laborum nostrum voluptates beatae.
Enim expedita qui vitae. Molestias nisi id quod."
10/2/2021 08:55,3890.04,Saira Luthra,6f3a5d7b94b904a112db04e18ad5102a9d3c6d70c98d6894b40078516c8bb71d,Krishna-Shere,5605,Udupi,INR,American Express,30-Jul,e52d08747b9d7a6d04551bb86ee3f7ee6c49f7477c8cd66f77448378cc30b92b,5,1e5d6e06-8cd9-4048-be42-3bcbe3e8bf9f,0,3 or more,Online,220.101.46.112,Mobile,,"Quia dignissimos velit. Voluptatem nemo iure asperiores ipsa quos hic.
Tempore assumenda similique dignissimos."
4/28/2023 13:33,2606.2,Aniruddh Yohannan,a2eb95681a44d370762315b6f722222fb30872f0e97deaf1dfa66b1f2deb8673,Dube Ltd,1566,Latur,INR,Visa,Aug-33,41e521adf8ae7a0f419ee06e1d9fb794162369237b46f64bf5b2b9969b0bcd2e,12,35adbb00-5bcc-4265-83c1-092bba32b094,0,3 or more,In-Person,196.244.108.190,Mobile,shanayarandhawa,"Corrupti maxime corrupti inventore laudantium. Repellat numquam ab ipsam.
Adipisci libero quae qui. Beatae esse ducimus exercitationem blanditiis cupiditate nobis fuga. Debitis qui ipsa."
5/29/2021 01:21,299.42,Kabir Agarwal,59856cdb03c94adc36c6c8ea76fe4d0c957b0ce049a5fd568805ddf0587854a1,Char PLC,8748,Ujjain,EUR,MasterCard,25-Aug,d18b29d80a8bd366b77c952d9775510507c2d006eec917ab2f89ef93acc5452f,0,f2a5ff18-35b1-4920-82e7-70a5c4197b58,0,1,Online,38.94.190.167,Desktop,anaya28,Occaecati consectetur est ab. Velit ex minus natus sint adipisci.
3/1/2022 02:25,2305.7,Aradhya Joshi,af16e909a402e0b7c2f4dd021a3678bdf8713fff40903d36cdfe4273d24b7d2f,"Mannan, Uppal and Sahota",3760,Mau,INR,American Express,27-Sep,3d3286f7cd19074f04e514b0c6c237e757513fb32820698b790e1dec801d947a,12,d1fd05ff-b776-4056-b5b7-94f35732dcf2,0,1,In-Person,111.116.84.55,Mobile,kairadubey,"Quaerat recusandae esse harum vero voluptatum officiis occaecati. Numquam consequuntur vero at ducimus.
Delectus dolores laboriosam at. Alias velit asperiores quaerat expedita debitis vitae."
2/11/2022 03:27,407.62,Diya Jayaraman,2b20a5f7c33d55ab2ad95dbbe6a2844eef32725e71006a9e7aaf96c1f6c28d1d,Balan Group,2462,Jalna,USD,American Express,26-May,406b783f721b16ffbe467c444fae075231ec3a21b14cff2a8f376338a89e339a,12,6985c70a-c4e6-4f43-b8fe-f8fae2503bb5,0,3 or more,Online,159.210.10.210,Mobile,,"Quasi quibusdam eaque mollitia quidem. Culpa deleniti adipisci eum repudiandae. Eum iure iusto accusamus labore.
Vel animi necessitatibus et ullam. Delectus minima dolore cupiditate est enim."
7/3/2023 11:18,2647.2,Drishya Trivedi,996e8e0625ecabf3b6812d8a989cff612136b92fd69f2193dc83cf15684ad1bf,Krishnan-Dalal,5456,Chandrapur,USD,American Express,25-Aug,39e18a493b913441c12fac89a09f24958e5da0ff6f3300c80c5359f36e3223aa,0,29afb809-32e9-4e05-b309-b3ccf01934dd,0,None,Online,131.12.210.181,Desktop,tara06,"Molestias enim possimus similique autem quo beatae ad. Culpa molestiae praesentium occaecati illo possimus.
Incidunt architecto sunt autem. Labore quisquam vel optio corporis culpa."
1/9/2023 16:34,4223.74,Sana Dash,24ee893c6fc1674090096bdc2acc65156fd25ee1f58047ec6519bacac182ce6b,Mall-De,5443,Berhampore,INR,Visa,28-Dec,43c727ee4fc7250574d2ef90cfa16626388a10e1b30d36ece1c272953ad2ed9e,0,a52a24c0-74c1-435c-b303-a16bece1f673,0,2,In-Person,198.164.20.189,Desktop,idara,Fugiat alias odit. Nostrum ut corporis vel repellat fuga. Molestiae unde aliquid animi.
9/15/2020 23:17,2476.7,Vedika Dar,1b250824009c6c997bdb271ce0f076484ec83eb490de5141bf431970d7e4d21e,"Karnik, Dass and Sekhon",5589,Ratlam,USD,Visa,27-Jun,1f09802c4beac758321ae8a9f94d752b0976c7d54baa6e511bba8a7374107bef,12,bc94f0e1-72be-40af-a636-100ebed43446,0,2,In-Person,57.35.13.243,Mobile,aradhyasen,"Necessitatibus deleniti iusto voluptate. Beatae officia nesciunt ipsam inventore deleniti occaecati.
Ad nam ut. A blanditiis numquam totam impedit."
10/18/2022 22:15,3702.83,Anay Thakkar,5782b3ad6aff578092b0845997af1980f6811ba276ae5a91fc05432923ec0710,"Gera, Bhalla and Desai",5046,Jalna,USD,American Express,28-Apr,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,0,9c6565e0-4f97-41ae-9e93-64e855b412f3,0,None,In-Person,8.117.220.225,Tablet,pmann,"Sint sint fugiat delectus assumenda at. Nulla blanditiis praesentium corrupti occaecati animi ipsum.
Nulla est eligendi asperiores. Quos repudiandae beatae reprehenderit explicabo fugit."
7/25/2023 07:51,3125.39,Vihaan Master,ee99bebdf7377a84a21c4e9c61b61f3ecaeda52b0111358111ad2d2eafafbcca,Saxena-Datta,3613,Gaya,EUR,MasterCard,Jun-31,421c0a7b6d0ee1c34e3d78f1685b6d95113fb2f1091919efaab45f1156a4e428,12,59f169a2-4d64-4a42-b3ee-8ca8993aec3f,0,2,In-Person,206.177.5.52,Mobile,,"Nulla numquam temporibus sed. Suscipit eum expedita.
Quod voluptatem corporis amet hic soluta consectetur. Cumque iste ab vel. Iusto deserunt repellat totam eos."
6/27/2020 04:57,1914.8,Hazel Walia,9c1362e9c934821d7b18968b0047a02e91fdf392c3466f88420a894a67d49090,"Kant, Ramesh and Sankaran",9486,Gorakhpur,EUR,Visa,29-Nov,2d86377d4cc3e6c85bab00dd407f8c5b657c239c6af3109de6cdf4d418aa2d89,12,1b1e092b-3383-4974-a373-f73d011cda85,0,1,In-Person,192.110.198.154,Desktop,,Quia ducimus pariatur quis sunt optio. Voluptates earum officiis odio. Totam eaque suscipit ea ducimus.
12/11/2020 02:04,228.11,Lavanya Walia,d9e2e40de9543c29c763b5b8be83e005ce09b5a8d4f01869815ae0ad26565fe4,"Deol, Bandi and Sarna",1696,Sultan Pur Majra,USD,MasterCard,Feb-32,98964da49d0a98402ed3d2d37b3350cf0aa346f522f8f1feb6b01cd680bc9455,5,5cbb2ae7-8641-447d-839f-b1bf1410fefc,0,1,Online,156.121.244.90,Tablet,zaina42,Officiis dolores fugiat rem. Veritatis eaque quidem amet nesciunt voluptatem.
1/9/2023 22:15,3819.46,Jivin Reddy,ebbd647020d432f62ca5d72c7ac0f676b9340f1e3dad7534e0fc9575d6422525,"Sangha, Som and Lal",8025,Visakhapatnam,EUR,Visa,31-May,bcaf44f4041e62e142d50cad2aae2520e01247cd144d28d4ab20b758524a7217,12,812f662a-3565-4c0d-9535-d88f5cd020b2,0,1,Online,174.166.101.61,Tablet,,Excepturi fuga ipsam adipisci neque itaque tempore. Autem quod earum temporibus nulla. Perspiciatis eos iusto sequi eligendi quae.
5/10/2022 08:30,4083.6,Ahana  Bhatia,9fe726a3dfd1bf47097933e84a0b6ec4d2732df389fa73ebefb59566ee13376c,"Basak, Gupta and Deshpande",7260,Shahjahanpur,EUR,American Express,24-Jun,cba28b89eb859497f544956d64cf2ecf29b76fe2ef7175b33ea59e64293a4461,0,8340bc1e-37f9-4911-a651-e5e7aa22ffa2,0,None,In-Person,203.146.123.42,Desktop,divyanshsingh,"Consequuntur magni alias error sunt. A quos soluta magnam cupiditate ipsam.
Sint aut dolorem impedit. Officia officia ab ducimus ex quisquam dolor. Molestias consequatur expedita mollitia."
4/30/2021 18:45,3410.15,Renee Luthra,191f2681d6db760cf79eb10d994d0139dfabe5cc32a92453c1601be4ce289dfa,"Kakar, Ghosh and Bhagat",3451,Anantapur,INR,MasterCard,31-Jul,ccbcd0d62f439eacea8b0fa4139d934d2782bae1b8046e8764e598dc64a9f421,5,60b9f77e-52aa-4af7-9b10-e53947c0db3c,0,None,In-Person,55.120.94.159,Desktop,,"Sunt libero maiores natus nobis perferendis. Accusantium iusto sit sunt minima quas.
Quae aliquam reprehenderit nostrum nisi ipsum. Quisquam ipsum commodi beatae officiis. Cumque totam vel error."
8/6/2020 10:06,3847.3,Yuvraj  Mann,1a9a208de9eefce495fc531c3340f36ee0432ffad421951af9b6c901cf5533e7,Choudhry-Maharaj,2676,Rohtak,EUR,Visa,May-33,deeeb5df3f2cee6bf4e597a8a3a878a6ce49b932b9e90b416922d4499f54fae6,12,31712235-bd28-4382-ac82-5010e2706fe4,0,None,In-Person,214.217.106.220,Desktop,,Quas quas laboriosam nesciunt dolores debitis quae. Cupiditate repudiandae maiores fugiat iusto. Voluptatibus perspiciatis reprehenderit aspernatur vitae blanditiis architecto eum.
7/1/2021 10:44,4840.84,Tara Maharaj,5008e8f7a1bb114156632eacd7330f567829ae0778d86d162c30c8979e33b6b0,"Chana, Badal and Mander",5583,Anantapuram,USD,Visa,Aug-32,3c2308b1bc64683e5aed4111841da5bc3b3295b01a852f1dc4e68510f79dd37f,12,d6da6dd8-58b2-438b-a2fc-705dbb761379,0,3 or more,Online,118.115.77.142,Desktop,divij97,"Officia quasi possimus quo. Ipsa fugit ab odit.
Natus commodi quis veritatis dolore necessitatibus sunt numquam. Repellendus recusandae ut."
7/7/2021 19:04,149.79,Shamik Varty,0c76397f03ca23bb7bb8c3ea951d80fb6ecbe25803912369c6722e10ac0d7c5a,Bansal and Sons,3962,Naihati,EUR,MasterCard,Mar-32,7104741a92e73eb6c5d69cd04cf0afbe50a8796a010d8fa25daaf79e5e173bf3,0,66e4631e-6572-4b2b-810b-72877c300ddd,0,1,In-Person,131.82.151.243,Desktop,kjhaveri,"Odit veniam nihil nobis repudiandae pariatur sed.
Vero natus placeat sapiente esse. Delectus amet asperiores molestias a quae eveniet."
3/16/2022 09:35,4071.46,Onkar Bhandari,f257c8297ead03714f9f7714b94e401567c8091e9b13ee8bb65da4e72ca2da10,Rajagopal-Karan,1200,Mango,EUR,American Express,27-Jun,efd96aedf377e20afd95285a7c751a864260bd6a149656a4040c5b7757bdbbb6,5,da64a012-b390-4f33-a4e5-6658979b460e,0,3 or more,Online,213.119.49.5,Desktop,devansh14,Quisquam culpa eos tenetur iure accusamus. Est corrupti voluptatum minima ex. Fugiat laborum magni fugit fuga ab.
11/12/2022 12:00,480.22,Tarini Yogi,7debad02c6660f97db75b270df9d6c8417bf8f10fe135420f99795693e490ad3,Mani-Garg,7258,Machilipatnam,EUR,Visa,26-Jul,09a1b036b82baba3177d83c27c1f7d0beacaac6de1c5fdcc9680c49f638c5fb9,5,8406efb9-f450-4a40-bcb1-247fb87ca550,0,2,Online,217.33.111.112,Mobile,vedika03,Aspernatur reiciendis eveniet esse odit quidem modi fugit. Sunt sed sint et nobis velit non. Soluta qui tempore.
6/22/2022 01:35,4378.9,Badal Toor,3627ccee1c31948011ca7a99c648a969a3fdf5b71984f862c3a0872b72eebaf5,Madan-Kurian,8156,Bhind,INR,Visa,26-Feb,f24f1a64b591544a871284bdde332d3c5d2cb109d21c03122c57d768e7c535b1,0,03c58af7-3f5a-4fb6-a0a0-552e1c873345,0,None,In-Person,137.219.12.41,Mobile,dorasahil,Voluptatem iure molestias ea libero unde vitae distinctio. Vitae et occaecati consectetur vel quod tempora dicta. Fugit labore repellat doloremque nulla.
5/3/2020 10:29,1674.39,Aarna Rama,677a28198ede9add6a55d20d3079d9d6bb77312ffd8694bcbf6d8f70c72229a0,Das LLC,4210,Udupi,EUR,Visa,May-33,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,5,9b309aad-6cef-4e86-9f58-2d6b4ada13b0,0,2,In-Person,219.167.248.141,Mobile,darshit91,Repellat blanditiis officia ea inventore excepturi vitae. Repudiandae rerum totam modi commodi est iure. Ipsam ratione facere cum amet architecto atque.
8/10/2020 20:48,3878.17,Priyansh Chaudhry,09fb1a436cd3ce354f43b3fc970319400cdf8662da89d63ac2b53ba9889bf24f,Kothari Ltd,8490,Nagpur,INR,MasterCard,26-Nov,93c3755d0c9030cd90f0e6eae6870a8497730f89b7fd0cf231adef048d2b524d,5,f07e3c7d-33e1-4f45-86d1-727bff0509d3,0,3 or more,In-Person,154.211.93.248,Tablet,kalitamyra,"Reiciendis ex alias provident nisi harum. Dignissimos itaque repudiandae nostrum ipsum doloribus tempore.
Officiis quasi labore id quo dolorem amet. Nemo maxime cupiditate accusamus odit quae."
2/21/2022 00:12,216.71,Dhanush Shroff,5e62e15259dfafa93a0288190942f4e96b1b1a627c1b77fcd9ed3b11e23a4ee9,Sandal Inc,6066,Tadipatri,EUR,Visa,24-Nov,1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649,5,f47517b8-25cc-4237-900c-f04bba223dab,0,1,In-Person,165.20.230.125,Mobile,kroy,Delectus numquam officia sit tempora architecto vero repellat. Veritatis corrupti iure dignissimos. Autem quis et non voluptatem.
9/15/2020 18:06,3724.92,Anvi Tella,ec6e8e89a4702b9811cea63f39f2fa9bde1570212b34a94922626b26a69bf9bf,Hari PLC,8840,Tiruvottiyur,INR,Visa,26-Mar,dbb1ded63bc70732626c5dfe6c7f50ced3d560e970f30b15335ac290358748f6,5,e3b11e6f-c28c-473f-9e17-f81d77a2b00d,0,None,In-Person,53.103.167.103,Mobile,,"Doloremque sequi tempora. Doloremque quis blanditiis exercitationem qui quos quaerat fugit.
Fugiat magni dolorum. Est beatae error. Sapiente non unde possimus eum delectus repellat."
2/14/2021 15:46,2030.82,Himmat Bhasin,c03cfe59b4a278292b310c785d7118bc1de8e701c79275a6c9732cce769a8283,"Bakshi, Banik and Karan",6259,Nandyal,EUR,Visa,31-Aug,549a2fac47d713cc00f2db498ad6b5574fb03c9293aef6c7ad50a11b394c197d,12,6e23d0d1-1603-4382-bfe3-a9acd0c54618,0,1,In-Person,53.111.176.79,Mobile,,Nobis minus ut possimus. Minus quos in sint. Ipsam nemo ipsum consectetur dicta accusantium inventore.
12/26/2021 15:13,3394.03,Shaan Chanda,d01a7536c55a9e8e303e264c28ee5aded9d7c66eb9dffa1e72e16b124b4c5574,Devi and Sons,9008,Bhind,USD,Visa,24-Mar,1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,5,d1bae0ca-aa43-482b-869b-7cf4f39f8a52,0,1,In-Person,199.57.54.174,Desktop,mirayasachdev,"Fuga excepturi dolorum saepe molestiae quasi. Quaerat reprehenderit quasi maiores numquam possimus. Provident veniam accusantium nisi illo.
Sequi dignissimos ipsum eum. Ipsam sunt exercitationem."
12/15/2022 14:09,1202.26,Anvi Baria,ba7fb5c9b2403097622cddd11d1e8d65bfe36ae67f45e2a82012270b695a0913,"Baral, Subramanian and Apte",5140,Agra,EUR,MasterCard,30-Apr,7595dae9cde82218336a5457ed9d55ec898c51623f73a69eefaa57a2cc9194fc,0,d5e93d8f-5741-4e72-8add-5e4daf1e8bb5,0,3 or more,In-Person,146.80.115.67,Tablet,yuvraj-08,"Cum numquam sed iusto iste sunt.
Ut non accusamus tenetur natus. Neque deleniti ipsum iure. Nulla minus iusto quod. Quasi quis maiores quae quos."
9/27/2021 11:07,4414.07,Heer Zacharia,4f980772a4b83796ad9c77f1087635d653e797a989520caa4e0ed9efced5bc4a,Reddy PLC,9644,Jodhpur,EUR,American Express,24-Dec,3bcc1340d90b3d55accb9a57998b69708fea2a63c39f7369047469f952ccad4f,12,1d2b08ff-fea7-4a98-ab70-caa1b54385d7,0,None,In-Person,138.194.156.114,Tablet,akrish,Nisi unde molestias cupiditate mollitia. Ad voluptatum cupiditate minima ullam cupiditate. Doloremque quisquam optio placeat.
5/6/2021 21:44,4514.73,Kashvi Saran,95a0f3a5afe7ee37c9a3fad1514a33065435addcb27cf3d0d4c09157ddd96d00,Cheema-Andra,2177,Tiruppur,USD,Visa,25-Jun,35254aa9a21444e50349cebb5465b9b42cb4a625ebcbffe24504b178c35bcb85,12,e631cdfa-cd53-4e39-a142-c9d605b57b7c,0,1,In-Person,197.231.246.124,Desktop,,"Ullam nisi porro fugiat velit. Rerum occaecati provident provident voluptatum.
Atque sint sint nam numquam natus sit saepe. Labore laudantium nesciunt. Cum sunt earum error commodi culpa totam."
11/25/2020 07:11,4876.55,Divit Rege,964a2a672150658beb56af5ebba7aef5ff5a265c6b1be1aa1d1db2ae85c78059,Chadha-Karnik,4383,Sasaram,EUR,Visa,29-Oct,9e04a49e5786695116f9af28552da3083d4eeb015294b878d27053439e363cdf,12,e78f4c3f-a552-400a-ae27-07d315ce3157,0,3 or more,In-Person,65.36.169.243,Desktop,,"Provident at sunt aut commodi. Delectus saepe aperiam.
Maiores adipisci tempora neque dolores. Deserunt fugiat assumenda iure at qui corrupti.
Necessitatibus facilis perferendis quos tempora."
