Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
4/2/2023 10:46,3347.31,Vihaan Lad,e5b77dfcb86216302e19d2a982ffa0ed7c51da4370de4e3df11347e44a47af8d,Bhatnagar-Sodhi,9263,Vijayawada,INR,MasterCard,Feb-31,1bee34b6262a7777362f96e3dd5635764e820f97bab9772f492397774a38d74a,12,7843dba2-4cff-4902-bcff-4aef5fa26d11,1,2,In-Person,125.60.213.254,Desktop,,Sed labore quisquam quasi. Doloremque dolorum omnis vel quod doloremque. Voluptatum ab consequuntur iure. Ad enim adipisci minima voluptatem.
7/17/2020 20:10,73.77,Taimur Ganesan,ab10ce5a26ff2ef699c387e1db558e31f05c65514284ab84903d81dca70fb956,"Verma, Issac and Kapadia",4751,Bidar,USD,MasterCard,29-Dec,f8818b67ab25419ad5b1bd61440573498e0785aad6c634c987fe5a637570f464,0,45ec8875-3595-4680-b366-0e897cf5eab9,1,3 or more,Online,185.11.160.187,Tablet,,"Laudantium a occaecati sapiente repellat corporis. Magnam ab quia non sequi.
Hic at aliquid eum commodi animi iusto veritatis. Facere fuga explicabo voluptatibus ut."
7/6/2022 19:24,2921.57,Rhea Sahota,79d12cbd99dd50cbb60d4dda60d7fcf2b2a2566a38296a9ad0495980bfde9474,Sankaran-Sandal,3197,Khammam,INR,Visa,30-Jul,7b81eb727ed48055fa55c5e03aaa43f27b01bd9b1c8eb38f37a1ca541a79c1f7,5,ca824035-287e-46b8-ad7c-e82809a000d8,1,2,In-Person,209.190.156.203,Tablet,,Expedita eveniet nihil laudantium facilis facilis ipsam. Nihil dolor officia repudiandae vel voluptates. Optio accusantium consectetur quo recusandae saepe ipsa.
11/8/2020 09:53,4326.69,Kiara Yadav,41bdc3047bfb6a3f1545aa9318004826eb2becc4d342c9ab2797fd7817fa4369,Venkataraman-Dhar,1655,Erode,USD,MasterCard,29-Jul,4c15f47afe7f817fd559e12ddbc276f4930c5822f2049088d6f6605bec7cea56,0,56ed77d7-6f6c-466f-9f3b-744acf19e3fc,1,3 or more,Online,204.234.68.60,Desktop,nayantara89,Odio iste in ut velit aliquam inventore. Autem ratione quasi temporibus delectus laborum. Ipsam tempora similique pariatur eum rerum accusamus. Commodi voluptates accusantium laudantium nesciunt.
5/2/2023 00:09,1448.31,Vihaan Dhingra,d3c75daead181dcb4e16519c16f7c05acfb181fba7c8b3f6838fc6b5aa7aa539,"Swamy, Chawla and Boase",6818,Bareilly,USD,American Express,27-Apr,72805ff7c0f210f3aa6e66f3f208974437611c64a2393f4e7edfef47d8e140a7,12,504e5352-360c-4882-8eb3-994c7b86f50b,1,3 or more,In-Person,48.39.251.114,Mobile,bosesaksham,Aut minima similique eveniet necessitatibus. Sequi optio velit et eum sequi sed. Ad impedit quo sed molestiae voluptas velit. Eius labore facilis ducimus neque.
1/24/2023 14:45,2480.39,Yasmin Sarraf,76af2c7b5f6e9251abfd533d48ba4b24184b809f78f6e3c4a089e64483a175ae,Grover Inc,8174,Kavali,EUR,Visa,26-Oct,0cce0bd361c46fcde41daebc801da75e21320763dc2b1a5a62d9b28e7c3e1d10,5,9ec3d77a-4066-4952-8b28-7ac78755df2d,1,2,In-Person,137.213.171.238,Mobile,,"Itaque eius perspiciatis dignissimos esse fugiat sequi. Necessitatibus modi odio eum. Et vero placeat.
Id mollitia odio fugiat."
4/19/2020 16:54,4469.12,Divij Kaur,24524e12778f12a4dd470c807cecdc1b20ffecb62f67b0281d1a026029122765,Baral-Zachariah,2539,Indore,INR,MasterCard,29-Jun,4771bef2c04a34b548b77ea7581cf821152d9dea9c2c85151a07856fe3639314,5,1a243f63-b3ca-416f-a73c-c2844450d2ff,1,3 or more,Online,178.107.59.132,Mobile,,Corporis nulla eius distinctio delectus. Iusto voluptas tempora corrupti rem tempora perferendis rem. Reprehenderit corporis ratione at inventore amet maiores.
12/14/2021 02:22,3633.43,Farhan Bahri,996d9f9fcf43ceaad3b352b3a516e09faed26988989eba0470bee06e1d6e9235,Sodhi-Agrawal,8190,Malda,EUR,American Express,Apr-31,51d089cdaf0c968c94b80671489d22b6f79b1c57de80df880b008e9b37b49788,12,d8ead5a9-12d9-453d-8fe1-007d8cde2b82,1,3 or more,Online,135.210.99.44,Tablet,eshanijhaveri,Voluptate neque architecto dicta esse. Debitis voluptates consequatur. Ducimus odio atque sapiente sunt.
3/26/2020 13:47,120.89,Chirag Kashyap,e0d99d6da0ff6961950430d086f7069d9b0d0ac1023c645cb7a852285c756c7c,Iyengar-Garde,1946,Secunderabad,EUR,American Express,29-May,bc57590a33fe355e174396df60ac503f8e99763776307dcd8b9ce8dfe3c47a2a,5,4b8927f2-873d-475d-9c2b-682cfb187836,1,None,Online,211.132.170.84,Mobile,tsekhon,"Consectetur sapiente dolores similique rerum. Est voluptate culpa.
Cum qui earum aliquam perspiciatis vel laudantium eos. Excepturi sed temporibus assumenda mollitia corrupti officiis ipsa."
5/29/2023 11:03,869.66,Krish Rana,ad4d0d209bf872e084ff77c1cd525885e05d2d900eaf16712e1f6a2875897e36,Batra and Sons,1455,Jalgaon,EUR,MasterCard,26-Nov,e6d3cee8c029277da8d978deb058e43540a640414845b2f1c9ffe75f64f8d8be,5,e93c45d5-8338-4606-bcd0-9cc84dba9310,1,1,In-Person,32.56.166.242,Mobile,,"Atque ex maiores maiores fugiat assumenda. Dolor quisquam libero est provident reiciendis.
Ducimus commodi molestiae autem quos harum autem. Optio dolorum quam voluptate asperiores optio."
3/31/2022 14:10,846.89,Vidur Agate,940a3aba2396604333c8dcd5ede403a7abbc857d7af758c3fc68b64c333e9f9c,Thakur-Trivedi,3102,Bongaigaon,USD,American Express,25-Jun,724213d95916de041564e5d39c2373585dc15855743a42a5841d849b9f3716de,5,8738aa00-d846-4449-adf5-d547722dbc05,1,3 or more,In-Person,148.210.254.107,Mobile,eshanimander,"Eaque illo cum est error iure eligendi.
Aut consequuntur facilis soluta nesciunt. Tempora tempora accusantium eaque consequatur enim deleniti."
12/27/2022 09:35,4432.28,Zain Chopra,6f6dfeace5d2499b7b59abea66cd388a6a78f28534c23d067f2fb79046965aeb,"Divan, Cheema and Dugar",1880,Jehanabad,INR,Visa,24-Oct,9e6a72557ada15d02001f024f43f06edc4a31437e0e1bb3eeac36ca2d0c4fda7,0,f8cb87ee-cc99-41b9-8369-0ca905918a50,1,None,In-Person,135.165.132.148,Desktop,,Illum debitis nisi laborum. Quo id maxime porro nobis. Eligendi neque vero odio inventore doloribus.
6/1/2020 21:41,4801.36,Vihaan Randhawa,74393ce588bf6651ca56fe761f4fa076814dfd8737ae028e8900125a9b1b6c4e,Soman LLC,2558,Jalna,EUR,Visa,31-Oct,084917af148384c1e8396addcec2fca2a9f2c3918cad9676e12cdaad7dc7dfb2,5,1818c356-5b54-40a9-8e1e-3cad815f1567,1,None,Online,195.242.42.170,Mobile,,"Odit sunt neque sapiente repellat nesciunt. Molestias veritatis officiis deserunt modi.
Possimus repellendus deserunt nisi culpa quae. Deleniti labore veritatis pariatur asperiores alias commodi."
1/21/2021 09:03,2074.03,Vihaan Bhasin,bc9a45fb163eeb8991c440e67134ea511488a77b53bcdef45235ce0534111c91,Varghese Inc,2280,Sirsa,USD,Visa,30-Aug,6d976934be74941fba578b143ba964eded443d10384e3f3d62a1ba7b4d339df8,12,79662049-4974-477a-b587-74aaf1f569e7,1,3 or more,In-Person,181.245.131.237,Tablet,,Recusandae repellat culpa nihil. Ducimus debitis ratione eaque debitis sequi. Officia quo ullam corporis vero non quidem.
1/23/2023 12:19,1352.51,Madhup Sundaram,7fb2a59bf1151a20def83d76aee23d67436e6fcff71934b6f025f7374fa0d0d7,Sridhar Inc,7971,Latur,INR,Visa,31-May,37834f2f25762f23e1f74a531cbe445db73d6765ebe60878a7dfbecd7d4af6e1,5,39543b79-a92f-4a7f-aae2-7d309b96bf34,1,3 or more,Online,57.92.206.46,Tablet,,"Dicta minus repellat doloremque sapiente magni sunt.
Repellat maiores tempora ad. Commodi minima ratione ab.
Minima id eum autem modi culpa aut atque. Commodi ipsa cumque asperiores incidunt autem."
3/11/2021 10:58,87.11,Anika Gill,dd16b5519c81f906b50394cb24c37a4e4dc2636d5ff59077cc47362e937605b6,Basu and Sons,7587,Begusarai,INR,American Express,28-Jan,aaf5060b9517ba4f550ee34a7f3ed7b05b6e5100a523d3e0aae05bf4f8f7ec34,0,aec474fd-2c3e-4ca2-82b0-5b521d5fdb13,1,None,Online,223.67.83.190,Mobile,vardaniyawable,Temporibus repellat eveniet distinctio impedit incidunt temporibus. Fugiat officiis veritatis neque. Possimus vitae debitis fugit qui quia.
2/23/2020 01:11,2058.95,Khushi Warrior,82856132eac0c2f1d5899e25dc15b50f40c2d2133ee8b6ebd5c2251408be7a9e,Ratti-Bhatti,3507,Faridabad,INR,Visa,Jun-33,9a72c24f2fd76561729110d804c69f38a7088f2ec41fdf8fbfea20d07e8bcff8,12,d964b382-9f78-46e2-bd4f-59fd48bdbe4a,1,2,In-Person,197.172.101.248,Mobile,zeeshangera,Enim perferendis iste nesciunt impedit distinctio. Occaecati et laudantium culpa placeat.
2/15/2023 23:05,3436.84,Dhanush Sinha,d9ef66289dc85324dc6f9f850d9dc404aaa96534404ed154a2679e500061f7d7,"Bassi, Bora and Master",9592,Jabalpur,EUR,American Express,Aug-33,26d228663f13a88592a12d16cf9587caab0388b262d6d9f126ed62f9333aca94,12,d62efadd-2b3b-4489-95a7-d7acf9482b1f,1,None,Online,30.121.64.161,Desktop,yagarwal,Molestias soluta fugit totam. Consequatur fugiat maiores quod nulla.
3/12/2023 22:43,531.41,Aayush Lala,dff85cc8207e21041e14ca6e2153a2568583901e7185a8abaca3323a27044a7e,Issac-Sane,8084,Fatehpur,EUR,MasterCard,28-Aug,38b83caefa1ef26940f1d07bd4ec94c60809b0f88f2118e82ef8ec2d98938a84,0,0dc908a5-1519-4df0-9c6d-12e7b4f6ae88,1,3 or more,In-Person,215.92.45.32,Tablet,,"Cumque nam quos. Maiores quas illo totam corrupti illo. Quo eligendi quidem itaque.
Sint repudiandae labore voluptates possimus soluta inventore. Sed similique asperiores consequuntur cumque."
9/13/2020 22:11,230.1,Mahika Chowdhury,c25b46119311773c260a7c3cc76d9795e241525e6465515838332ee65be84ab5,Mand Ltd,7258,Ichalkaranji,INR,American Express,25-Jun,83151157c10d85af7c84657c71c3e3603d955160f0526fce672481da83a2e090,12,8311cceb-ff32-4438-a9b2-93e48790378f,1,1,In-Person,113.18.102.128,Mobile,aryaheer,"Modi tempora aspernatur. Reiciendis dignissimos possimus autem. Sint aspernatur quam quis quae ab.
Dolore expedita delectus nesciunt. Omnis est occaecati pariatur quae amet dolorum facilis."
10/3/2021 05:11,454.21,Raghav Dua,e26e2ca96f8b07645b456ace1165817b1448c07b172d81f2e374b532a2343183,Tailor LLC,8373,South Dumdum,EUR,Visa,Feb-32,38879b6376fbabdc8fbfb85f6b11a296aca6de14093a54881b73528b62848d8c,12,7940cb96-148d-422f-b368-199748f64c5a,1,1,Online,200.195.101.4,Mobile,iratta,Ex velit dolorem accusamus voluptatem est excepturi. Nobis quos similique accusamus esse nobis. Expedita sequi nisi culpa dignissimos cumque eius repudiandae.
3/7/2021 14:21,2873.36,Zain Dugal,567cc05409f48a242fb89b1f511b6e57a8c4b47d129273fba27e80e1fe205300,"Ratta, Bakshi and Uppal",9303,Bangalore,INR,American Express,Aug-33,210e3b160c355818509425b9d9e9fd3ea2e287f2c43a13e5be8817140db0b9e6,12,f768988f-49b5-41fa-8583-f6acb9acbbc0,1,1,In-Person,1.213.234.182,Mobile,ravelzara,"Labore ipsa porro eos hic.
Possimus recusandae provident voluptates. Ullam a quo exercitationem architecto fugiat. Laudantium voluptas consectetur eos excepturi."
3/9/2023 19:32,4058.43,Aarna Wadhwa,ff63b578121ed224a1eee0f8c9b5691d78fe0673b77f70cda00d889d6db09aee,Dara Inc,7695,Bareilly,USD,American Express,29-Mar,87acb1e183a2b0f74c3b2008b8ef6975a95269bc490a8886f317fa4bd714b085,12,1b6a4055-6327-4af8-960c-9307a4f31f58,1,None,In-Person,18.64.162.173,Desktop,iyerpranay,Impedit id temporibus ex modi fugit quibusdam. Esse quisquam voluptatem perferendis excepturi cum impedit sint. Tempora officia officia. Ipsa pariatur debitis doloribus.
2/15/2020 15:22,4993.49,Ranbir Uppal,08e03cf4378eb4ef23547fd4e59243188d3d0966c5d31e2cffa37ec80d7243c3,"Raja, Bhat and Chander",5307,Barasat,EUR,Visa,26-May,b967fb22d506bda1b4d8a878f46c85862f5d71bb7669ecc6b0fe65f5ad19f844,12,d97d1232-484b-4dda-b52a-f56a1e4c1649,1,None,Online,176.60.44.187,Mobile,yasmin25,"Optio soluta fuga repellat. Beatae ipsam et nesciunt ratione unde quo.
Tempora fugit nam enim quibusdam sapiente. Porro eligendi repudiandae.
Quod soluta officia distinctio."
8/29/2021 05:14,2640.91,Vivaan Thaman,ca7b1347c6f6ea271d934c36eced2e394d0dbcaea4660c9ad3494e85836dce8a,Goyal-Arya,5000,Bahraich,USD,Visa,26-Apr,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,0,449e09a1-e57f-4a64-be60-f93b23ed012f,1,None,Online,165.251.3.104,Mobile,azad00,Tempora pariatur laudantium quo ab doloribus. Dolores veniam accusantium.
10/13/2020 22:20,194.52,Jiya Dube,c453d65c8461bacca95aa9eceb1c0f1d99f7485e2e864b68a491ee0867a94add,Kalita Inc,6816,Amravati,INR,Visa,31-Aug,09eac95eb995b821f45353054da3c7eec5f5171fb061de72f1890679956b12a8,12,3297257d-1cc6-40d1-b7e0-eebc145bc911,1,3 or more,In-Person,206.41.3.109,Mobile,andrakartik,"Nisi accusantium neque dicta culpa repellendus praesentium. Adipisci qui dignissimos inventore. Quam eos aut quod corrupti.
Quas labore facilis blanditiis cupiditate dicta."
8/14/2020 08:11,2641.12,Nayantara Grewal,a4d6f9440f3db70005b51cb1e04b60e597ac324396ed4e531407ede5209dd64a,"Bhakta, Ganguly and Raju",3533,Ambattur,USD,Visa,28-May,b6cb293891dd62748d85aa2e00eb97e267870905edefdfe53a2ea0f3da49e88d,12,6ee59184-82c0-43fc-9254-85f72a74e3dd,1,2,In-Person,132.87.168.71,Mobile,,Aliquam totam odio iusto quaerat aliquam ea eum. Animi commodi velit error eveniet aperiam fuga possimus.
11/14/2022 17:56,3464.75,Dharmajan Dash,78a60a6802ec9676f53518801522a43943ebf877abb86f138698dc7052cf3be4,Grewal PLC,8953,Raiganj,EUR,Visa,27-Nov,a6c2a2325dfd588f202a240a06ccb2b037854e7097a303fc8991ecc15501528c,0,8f6ffec9-d41f-43b2-a4f4-4675d2128269,1,1,Online,197.62.143.115,Tablet,,Modi necessitatibus quis maxime accusantium vel. Dicta repudiandae voluptatum natus provident laborum. Est alias eaque quod. Error numquam quisquam quo debitis.
4/16/2022 00:52,4102.82,Armaan Dar,ada39ccd00d99283e5a55c2ad3a796eb26638c0faa8fc0f36ecb698b224cbf6f,"Kumer, Roy and Dutt",8007,Chapra,USD,American Express,26-Aug,7f3ee9fe1fbf452b0c242614e1cad18b6dce034e5bc80763dff6332e872ad2ff,5,a1689d2b-6353-44b6-9a66-45f61f460a7d,1,None,In-Person,211.94.41.11,Mobile,,Quo et ipsam quam sed. Laborum repudiandae nobis quod enim pariatur aut. Voluptatem recusandae adipisci officiis architecto.
6/25/2023 11:07,4875.85,Amira Uppal,5d376d0ba49d1eb07b6665fba2db2f40624bf4d092c7b1c5ec10416b207640ca,"Dugar, Kari and Dar",5347,Karaikudi,USD,Visa,Apr-32,8920a14a7f6469b955b114111564cb9736440238d220fc9fd525efdb9a056d3e,12,61f89f2e-7bf2-46c7-a0f3-d88aaf501e2f,1,3 or more,Online,217.201.60.20,Tablet,,Accusamus delectus fugiat aperiam voluptates tenetur. Reiciendis deserunt repellendus error maxime. Sit nisi repellat doloremque sapiente voluptates.
6/5/2021 16:32,4788.09,Zeeshan Lalla,63fa974ab1e5c7b534274f7260746648a65473d6431f08fea400cfde21da6bb2,Chad Inc,6641,Ranchi,USD,Visa,29-Oct,5c17cac5569c1ab72a3f009c7608dfc49299ad8f447e4724030ea416383b04fd,5,2ecdd23f-b0f7-4de9-8de6-79916bbcc709,1,2,In-Person,181.172.135.146,Tablet,samarswaminathan,Explicabo autem porro officiis voluptate. Magnam nobis aspernatur dolorum perspiciatis distinctio.
1/10/2023 21:22,3254.81,Tanya Sachdeva,818d6e3a16ae4429352713677df48d830c760d6be8a45dc20697d18d4f09c51b,Yogi-Swaminathan,3058,Patiala,EUR,Visa,25-Jan,2ab0ce7632a611e907a40710ff46da13c5ba832f5a402c6f51e15f53d6e8fa0e,5,4509e63a-f7c3-475e-b814-460070371f2a,1,None,In-Person,197.42.147.154,Tablet,,"Repellat quas est aliquam. Eaque magnam harum repellendus et. Voluptatem praesentium quibusdam sed perferendis.
Accusantium voluptatum quas."
1/1/2023 12:59,1755.95,Akarsh Chaudry,e84d9959b6f31f4d1fcaed92ff8ec501b9f435500b090504a664562b2dbc8c33,Sagar-Kota,3385,Mysore,INR,Visa,31-Oct,fabf5b7fedb3e62a81c9298b19706249ee128011bf9d94867681020c16f8b741,0,5eb6f9ee-b81a-4f4c-9c34-2e87cd4b6bfe,1,None,Online,220.173.39.150,Mobile,,Consectetur quia eaque explicabo dolores recusandae recusandae. Accusamus tempore esse placeat amet odit. Iste alias consequatur molestias animi consequatur amet ab.
8/2/2022 08:07,1385.76,Yasmin Kumar,8cb6163ebda6294f91f3d053579f6336624dd46225daf7ea0960a41ff2e6a235,Kaur and Sons,3865,Bijapur,EUR,MasterCard,27-Jan,d72a11d264e746464ed45f73e1ec058e33ad40270c79324be171932d834d11f3,5,1fa710d1-6a06-4688-98fc-5376a05432cf,1,3 or more,In-Person,143.239.87.110,Mobile,,"Eaque dicta sapiente occaecati aliquid earum quaerat nam. Veniam vitae architecto unde consequuntur nesciunt amet a.
Vitae aut enim fugiat. Voluptatum sequi ipsum quaerat distinctio earum."
11/21/2021 21:46,3594.84,Kavya Bhatti,bab472a07232e7c7bfb7911b80a7858eb3ec7944067349d1324740da406b8624,Vaidya LLC,5109,Gandhidham,USD,Visa,25-May,3f9807cb9ae9fb6c30942af6139909d27753a5e03fe5a5c6e93b014f5b17366f,12,67557377-8458-4712-8a4a-341d01b623c5,1,2,In-Person,186.199.78.49,Desktop,doctorchirag,"Modi architecto voluptatum. Illum temporibus itaque corporis.
Soluta quidem qui sed repellendus. Suscipit reiciendis dolorem minus voluptas. Odio minima ab adipisci voluptate est voluptatum hic."
6/8/2022 23:34,164.07,Mishti Mann,84ba6eb7f8104434d936645455170ab9f9d92b83a8ac77b0bf63725bdef2b2ce,Lad and Sons,3446,Bathinda,USD,Visa,26-Aug,a8443b1426652157edc23a7c54fb7ad2c7643b5d8c431ceb54bc29341faf7e7c,0,06e5febd-1000-4210-8c03-27356967021a,1,2,In-Person,196.238.139.57,Desktop,anahitakunda,Hic earum ut eum sint tempore temporibus nesciunt. Soluta maiores occaecati fuga molestiae accusantium odit. Animi accusantium magnam libero.
10/22/2021 17:04,4165.48,Samar Borah,0d2618414c8083d780db4ab48b71796ef94ed67354329741005e8feb91a3735a,Trivedi Ltd,3044,Lucknow,EUR,MasterCard,Nov-32,df56bc061e91023bff33c6ba0d49d166a60e3aa9317f90e7a7fa3d7a65f96886,12,9ea4049e-7e03-47cf-8e5b-480ff3ddc2d8,1,2,In-Person,129.152.88.127,Tablet,samaira88,Quia perferendis veniam adipisci esse voluptas eius nesciunt. Incidunt fuga aliquam itaque. Eaque amet rerum beatae.
7/10/2023 03:39,3721.86,Nirvaan Baral,3becc7a265280615c963c0f9c7d1a4b92c9a7c5618a77091af7542c06f0a60fb,"Balakrishnan, Kohli and Kata",8844,Anantapur,INR,Visa,27-Nov,37c20f19f3272b5ccc3a5d80587eb9deb3f4afcf568c4280fb195568da8eb1a2,5,25df34f1-810a-4ef8-873a-ad002e568664,1,1,In-Person,187.146.16.208,Tablet,,"Praesentium et est. Harum nisi nesciunt totam deserunt sint laborum. Atque dolor beatae ducimus illo eius.
Officiis pariatur consectetur voluptas dolorem. Nesciunt accusamus consequatur perspiciatis."
8/2/2022 00:47,4088.07,Onkar Dhingra,625636f8fe24cd4d75f955fa5897284e25ff19e84b1669f60a28091bccda3e58,"Sem, Bhatia and Kala",2206,Muzaffarpur,USD,American Express,29-Aug,79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b,0,e0b2549b-5f4f-4e97-b8e5-ef17ce4dbf32,1,None,In-Person,220.44.41.155,Mobile,,Amet accusamus impedit voluptatum omnis. Ab fugit inventore nihil cupiditate nostrum illum alias. Minima aspernatur laborum.
8/4/2023 04:04,113.91,Kanav Sood,49cab3b09237e34d53821aa07186ef70a46099b0f0b1a90649a2a1e36bf144de,Goyal Group,6622,Noida,INR,MasterCard,Nov-32,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,0,f1081239-5f13-43f8-849d-d26ce415df4f,1,3 or more,In-Person,128.184.147.95,Mobile,raoaaryahi,Maxime adipisci esse ratione quia soluta perspiciatis. Qui explicabo adipisci quidem architecto asperiores. Sint voluptatum accusantium a consequuntur.
